text,sentiValue,label
uh probably funny uh easy get along also caring,0.0074404761904761,0
uh spend ideal weekend really much like maybe sitting around reading going movie watching t_v,0.0766824085005903,1
there dont dont think uh think regretting r regretting thing waste time,-0.0404558404558404,0
dont go way try impress people,0.0045833333333333,0
id like um like sort uh,-0.015625,0
better work ethic guess,0.0994857142857142,1
uh sort putting stuff um know right due due thing like um procrastinating,0.0682776424963925,1
sometimes thing write uh people write negative thing like comment section website,-0.0684523809523809,0
thatll make feel bad,-0.157312925170068,0
guess im proud fact uh,0.1354166666666666,1
im proud fact feel comfortable,0.1626201923076923,1
um hanging friend uh,0.0333333333333333,1
watching movie thats good,0.2400793650793651,1
sigh well people also laughter,0.1335641025641025,1
well cant afford travel much id like,0.1001730769230769,1
uh liked reading lot time,0.1172991071428571,1
sounded like best thing well fun thing study,0.1702542735042735,1
oh guess dream job would,-0.032051282051282,0
manage uh soccer club,0.0089285714285714,0
oh itd pretty much impossible,-0.0694444444444444,0
um dont experience laughter field,-0.0416666666666666,0
cant think anything dont know,0.1184440559440559,1
dont think yeah dont anything specifically,0.2548076923076923,1
uh pretty good would say good dont lose temper often,0.1249806740878169,1
mm last time argued someone,0.0055555555555555,0
sigh cant remember uh,0.0,0
yeah dont lot conflict people cant remember last time argued someone,0.003000992063492,0
well let see um,0.1335641025641025,1
outside grandparent uh restaurant,0.0,0
robbery saw well saw robber leaving,-0.0422186813186813,0
yeah maybe would want erase memory could,-0.0166666666666666,0
well didnt know happening moment didnt feel,0.1139263403263403,1
bad time felt bad afterward,-0.2862723214285714,0
know mother upset mother call police,-0.0626223776223776,0
know really disturbed way,0.1354166666666666,1
time actually happened wasnt really upset aftermath,0.0166666666666666,1
well think um there probably million situation wouldve laughter wish wouldve handled differently cant think one particular,0.1035320512820512,1
well think let see,0.1923247863247863,1
well okay good one,0.5462625152625152,1
didnt marry girl think married,0.0448717948717948,1
w together four year,0.0,0
uh think took granted didnt uh commit,0.083562271062271,1
long time ago thats many year realize well dont know realization think,0.101706466373133,1
yeah shouldve wife meant made,0.0331632653061224,1
fear commitment time felt like didnt uh,-0.0231770833333333,0
didnt shouldve done smart thing wouldve,0.0667735042735042,1
well last thing think would say feel guilty,0.0268901653901653,1
feel lot guilt friendship ive dont feel like im good friend,0.1652777777777777,1
could time dont really know exactly uh,0.1922348484848484,1
could better friend feel little guilty im cant help people anyone problem cant,-0.0134114583333333,0
never feel like help anyone,-0.0977564102564102,0
oh happens every day guess happens everyone know everyone,-0.0181818181818181,0
feel like really give anything help life know,0.1251623376623377,1
uh dont know word,0.0511363636363636,1
kept surface level dont think know dont think family really know well,0.0759885198135198,1
uh dont know well either true sense,0.1826763403263403,1
think lot family way,-0.0152529761904761,0
oh easy sleep lot um,0.0163690476190476,1
way way think ive whole life,0.0646611721611721,1
even little kid slept lot also,-0.0499107142857142,0
dont think ive ive changed much,0.1073717948717948,1
way could say yeah im feeling really,0.088778409090909,1
hard say thats consistently way,0.0210700757575757,1
oh long time ago um,0.0347222222222222,1
uh missing lot school,-0.0515873015873015,0
didnt wanna go school eventually uh sent,0.0087499999999999,0
therapist psychologist psychiatrist uh,0.0,0
decided didnt wanna go anymore,0.003125,0
uh well like said didnt feel helped um,0.142076486013986,1
guess dont know affected much,-0.0119318181818181,0
well feel pretty happy whenever see nephew,0.1798179487179487,1
best friend child feel like theyre nephew niece im pretty happy im around,0.1979967948717949,1
uh ideal weekend would um,0.125,1
would travel tr would probably traveling would,0.0,0
really enjoy getting city every weekend um,0.1620833333333333,1
eh going anywhere really anywhere city,0.096875,1
uh seeing way different people live people different wherever go really think people different go different place,0.0525168841575091,1
also like historical place im history enjoy um visiting anywhere sort,0.01953125,1
oh havent taken trip long time um,-0.0027281746031746,0
last trip really took went france year ago wedding,0.0262400793650793,1
really good time always wanted go paris got go paris went little town,0.091282242063492,1
thats hour away paris actual wedding,0.0045454545454545,0
yeah really fun think church wedding uh like thousand year old,0.1005608974358974,1
yeah really cool trip,0.1438492063492063,1
sigh like dont know dont laughter dont know whats would would considered memorable,0.0641835016835016,1
probably memorable experience guess would,0.0,0
nothing particular living girl told earlier think,0.0118622448979591,1
thats something stay memory thats im saying memorable,0.0181818181818181,1
eh something dont think know well ill know ill never forget,-0.1430952797202797,0
mm particular day particular moment know,0.0531565656565656,1
one thing uh energetic,0.0833333333333333,1
friendly well think pretty friendly,0.149451923076923,1
uh outgoing social uh social,-0.0555555555555555,0
um two thing mainly guess would like social enthusiastic,0.1966666666666666,1
oh thats good question best friend would best friend describe think,0.2353872318158032,1
think would say im,0.0056818181818181,0
sigh well sound cheesy laughter would probably say im spiritual person,0.1109484681984681,1
im giving think im lot selfish people think people think im selfish,0.073512425074925,1
probably would say im creative also,0.0037878787878787,0
dont understand question laughter,-0.0625,0
nah cant uh well dont think really believe proud pride,0.210051282051282,1
um dont think accomplishment really something proud cant really think,0.2223901098901099,1
anyway even something laughter proud cant think anything anythi sort accomplishment ive,0.0885416666666666,1
uh something recently really enjoyed,0.1875,1
well sang karaoke couple friend mine,0.1001730769230769,1
yeah lot fun day ago,-0.0175595238095238,0
um diversity girlfriend uh,-0.0625,0
taiwan dealing different culture,0.0464285714285714,1
seems hard get anything really accomplished,0.0625,1
took six month figure direction,-0.0015071733821733,0
twenty eight year ago,0.0,0
havent eight ten year,0.0,0
uh dont like brother dont want hang around,-0.0166666666666666,0
started girlfriend uh uh went back got back orlando uh like travel,0.0007227891156462,0
meeting new people seeing new place uh help get l_a get different perspective,0.0252860775588048,1
uh avatar seminar like,0.03125,1
raise consciousness um cleaned crap head,0.0029545454545454,0
yeah feel better uh lot psychic attack,0.0942915506715506,1
uh im psychic hard deal,0.0,0
there life see um,0.0089285714285714,0
lot thing dimension place deal emotion people uh direct energy,0.0845899470899471,1
well lot clearing grounding,0.1474529914529914,1
well im introverted like spend time,0.1752307692307692,1
im extroverted cause like meet new people uh used totally introvert,0.201010101010101,1
watch movie watch t_v read uh crossword im singer sing,0.006060606060606,0
write music im writing novel,0.0583333333333333,1
um sort like matrix,-0.015625,0
um well wrote first twenty page pretty quick,0.0542655677655677,1
get inspiration uh actually dream wrote dream becoming uh could probably turn movie,0.0393518518518518,1
uh people dont respect thats number one,-0.0113636363636363,0
brother dont respect dont really,0.2642857142857143,1
know want love family dont want hang around brother conflict,0.0669135551948052,1
pretty good get mad year,0.0976190476190476,1
um girlfriend two three month ago,0.0,0
wanting something said yawn,-0.0212121212121212,0
shes girlfriend know year,0.0,0
well im looking way expand consciousness money abundance life,0.1112808738880167,1
house uh live creative space,0.0916982323232323,1
uh singing im singer let see like unforgettable uh thats like,-0.0714285714285714,0
oh thats hard part uh dont,-0.09375,0
uh kid brother beat,0.0166666666666666,1
dont feel totally rested life,0.196771978021978,1
feel like uh sniffle,0.0625,1
dont feel totally safe,0.2355769230769231,1
sleeping better since met girlfriend totally bad,0.0788118131868131,1
um well feel positive seminar uh,0.1532762237762237,1
let get rid crap brain sniffle positive life,0.0024698515769944,0
well lot exercise uh,0.2003461538461538,1
reduce stress lot stress come uh judging people,-0.0175595238095238,0
yawn hard deal sometimes mean sometimes lot much critical good,0.0546875,1
yawn uh lately feeling like need,-0.0108173076923076,0
uh well went seminar got able,0.1159717948717948,1
take work yawn sniffle different environment cause job stressful sniffle,-0.0836710164835164,0
uh sniffle able take break great,0.0895833333333333,1
uh id say im outgoing fun smart,-0.1539772727272727,0
mean l_a people l_a dont want dont want spend time,-0.01125,0
dont know thats l_a,0.1022727272727272,1
spend lot time worrying criticizing instead moving forward,0.0080636160714285,0
watching t_v going see movie sniffle trying think doesnt solve problem,-0.0281615210186638,0
uh well little bit havent paid bill lot still owe money sniffle um,-0.0059467324342324,0
kind selfdefeating prophecy proph prophecy,0.1666666666666666,1
start creating future instead waiting happen,-0.0296875,0
uh girlfriend really helpful,0.3125,1
yawn well shes funny sniffle love care abo,0.1344903846153846,1
um singer im intelligent creative multidimensional,0.1770833333333333,1
uh well ive written four five book uh,0.1335641025641025,1
voice think would number one cause started didnt much singing voice,-0.0025162337662337,0
uh five year ago,0.0,0
try go back every year,0.003125,0
im still trying get used,-0.0347222222222222,0
dont really much education,0.1875,1
havent havent figured yet,-0.0270833333333333,0
lot reserved im sure,-0.0200892857142857,0
build wall guess dont know laughter,-0.0451704545454545,0
im arguing time laughter,0.0,0
different thing dont wanna laughter,-0.0239583333333333,0
cant really think one right,0.1959134615384615,1
something wish could erase memory,0.0708333333333333,1
uh nothing really come mind right,0.1251488095238095,1
im drawing blank laughter,-0.1643518518518518,0
mean im getting older,0.0565025252525252,1
looking magazine going internet,0.0125,1
looking car seeing wanted get budget,0.0006944444444444,0
ive feeling alright um,-0.0416666666666666,0
yeah well eating pattern like im dont like appetite im,0.0540967948717948,1
super bored need time,0.0625,1
trying busy possible laughter,0.0069444444444444,0
oh wish education uh,0.1875,1
go school stay school,0.003125,0
go school learn laughter,-0.0375,0
like joke fun sigh,0.1041666666666666,1
thing dont go way,0.0006944444444444,0
really make mad laughter,0.0739795918367346,1
well got wanna something,0.1370363247863248,1
matter laughter problem laughter,-0.15625,0
yeah well sister shes good person,0.2534468864468864,1
like eh art entertainment like,0.078125,1
lot freedom work lot different field um,0.0117857142857142,1
like fact weather great um like fact root family,0.0958333333333333,1
hard get place anymore hard there much traffic take long time get youre going um expensive lot expensive used,0.0105902777777777,1
studied journalism english music special effect makeup,0.0262755102040816,1
managing doggy day care facility,0.0205357142857142,1
im im artist draw paint tattoo,0.0,0
like outdoor activity biking hiking,0.0277777777777777,1
um people arent fair people,0.0333333333333333,1
angry um people dishonest,-0.1666666666666666,0
usually give like ten second timeout think speak react,0.0280594405594405,1
im good controlling temper,0.1262400793650794,1
probably spouse um something financial matter,0.0416666666666666,1
im close child father,0.09375,1
never easy hardest job world best,0.0117521367521367,1
wanting prevent child making mistake youve realize,0.021375425170068,1
learn live life um thats one hardest thing letting make mistake,-0.0115182436611008,0
uh unconditional love boy,-0.0381944444444444,0
everything parent made better person made better everything better employee um ive,0.1904465561224489,1
um much better person every day,0.2113839285714285,1
probably lot ive full life,-0.0055803571428571,0
would really hard say narrow ive many,0.125,1
im good friend im true friend im honest im real,0.2145667989417989,1
dont play game im im n im drama,0.0892379679144385,1
february two thousand eleven,0.0,0
attacked stalker almost killed november two thousand nine broke apartment laid wait attacked came door tried kill,-0.0205699040444803,0
think therapy helped tremendously dont think id able hold job responsible,0.028193257359924,1
productive member society society without therapy,0.09375,1
im able handle thing better dont get um emotionally upset um lot rational try stay rational emotional rational logical,0.1298867299367299,1
soso ive sick ive uh run little stressed,-0.2575675087108014,0
use resource re draw resource ive learned reach people try isolate,0.0336061507936507,1
use tool given therapy um,0.0070008116883116,0
dont use medication anymore mainly proactive treatment uh something,0.0245535714285714,1
never easy always bad,-0.234672619047619,0
um hard keep thought order hard basic day,-0.0114239926739926,0
oh went beach oldest son best friend rode three real threewheel bike lot fun,0.0458201388888888,1
hard say right havent decided im proud child would say thats probably theyre really good boy,0.1478994490358126,1
let get distracted um,-0.03125,0
focus longterm goal shortterm goal,0.0505952380952381,1
im honest im calm,0.21875,1
dont get angry easily take lot provoke,-0.0187499999999999,0
im uh reliable say im gonna something,0.2556818181818182,1
im uh im im basically see get dont dont pull punch people,0.0860615079365079,1
um anything animal love animal always smile around animal kind big small,-0.0037179487179487,0
um like older people elderly people like help around,0.1443181818181818,1
im born u_s born uh orlando florida,-0.0048076923076923,0
um parent dad lot friend los angeles uh decided move,-0.0192857142857142,0
um pretty different mean uh place small town,-0.059375,0
um probably wont even notice um map um big learning experience um cause know school lot larger,0.0419430001816365,1
different culture ethnicity um,0.0464285714285714,1
um last time ive back probably five year ago,0.0046296296296296,0
um definitely different uh aunt life uh life small town,0.0122448979591836,1
um wanna go movie theater drive least hour wanna go mall hour drive um complete opposite los angeles,0.0596590909090909,1
um convenience everything uh everything could possibly want um weather great um shopping um multiple mult lot lot friend,0.0305059523809523,1
sport um l_a kind like perfect area know know wanna live kind rest life actually,0.0544733044733044,1
um big thing would probably traffic mean wherever go there gonna traffic whether youre four five one one traffic know kill like two hour day huge,0.0014228826728826,0
um yeah quite bit personal uh business travel um know usually overseas um domestically um travel enjoy lot,0.0172510822510822,1
um seeing different place uh,0.0305555555555555,1
different area meeting new people um eating different kind food um,0.0173441142191142,1
able sightsee tour um day two free um experiencing um new experience enriches life,-0.0087290313852813,0
um also english well,0.2003461538461538,1
um work i_t i_t department semiconductor company,0.0044642857142857,0
probably working apple laughter um since pretty much everything uh yeah itd great work apple,0.0086713697824808,0
um know depends um time good alone part consider uh outgoing social person,0.1000090187590187,1
um nothing much guess uh kind uh make promise break several time might get little bit might get bit little bit uh annoyed dont think would get really mad,-0.0028376162726869,0
um good question id probably say um tend eat little bit um,0.0706591585497835,1
kinda keep mind little bit um usually doesnt last long keep kinda like tend te tend eat little bit kinda like maybe junk food something,-0.026073876520305,0
um think im pretty good rarely get mad um doesnt really last long um think im pretty good,0.1015370624745624,1
um guess controlling temper um really dont get angry um really issue,0.0394345238095238,1
id say election um talking uh president obama mitt romney know whod best fit uh next presidency um,0.0903829966329966,1
kind got little bit uh guess little bit heated uh guess fun sake anything else interesting conversation,-0.0088670798898071,0
like eat lot uh watch movie uh play video game um,-0.0193691112808759,0
go shop uh play sport uh watch laker game person would probably best um,0.0023650369238604,0
bowling photography um like lot like lot different thing um course electronics,-0.0142113095238095,0
um id say outgoing loyal um intelligent funny,0.0522727272727272,1
um night pretty easy um avoid drinking coffee tea sleep um pretty easy,0.0052083333333333,0
um id say little bit sluggish tired um kind reaction time little bit slower,-0.0397952741702741,0
um aside um think nothing much mu like glaring anything um usual sluggish,0.0460164835164835,1
um pretty good complaint,0.096031746031746,1
um guess today uh car maintenance today didnt cost anything thats great thought gonna cost,0.0489583333333333,1
know something extra side know uh service advisor waived got everything free today actually im really good mood,0.0390576685219542,1
uh probably um dont spend much save money um aside um,-0.0443181818181818,0
nothing else um kind,0.0,0
um id probably say best friend,0.1422727272727272,1
he kind know helped helped well uh kind great learning experience um,0.1071414627039627,1
know developing uh friendship he bailed couple time bailed well kind mutual thing um,0.0805941225441225,1
know um know like great way bond well,0.0865214646464646,1
um id say probably going back uh back korea um visit uh relative um know theyre lot different uh remember know like,0.0549294455544455,1
fifteen year ago kid actually kind afraid,-0.0892857142857142,0
um see know recently theyve actually mellowed lot theyre actually,0.0520253555967841,1
pretty fun talk um kind learning experience uh theyre know complete one eighty kid,0.0544191919191919,1
guess work would part um,-0.0357142857142857,0
buying uh car wanted took couple year save buy car paid dont car payment thats great know able help uh family well,0.0931572887896417,1
recently recen um couple week ago went uh la vega uh,-0.0104166666666666,0
c_s um great gadget electronics um get see uh goody coming year uh pretty interesting see,0.0566829004329004,1
um thing uh know read blog didnt talk get see actually person kind experience user standpoint thought great,0.0430778943278943,1
um fun kind like kid candy store get play different gadget um really fun,0.0461309523809523,1
um los angeles born santa monica,0.1201923076923077,1
dont know there nothing mean dont really like much guess like there know still nature like new york like city guess know okay laughter,0.039605614973262,1
um dont like traffic dont like crowded crowd make really nervous dont like um smog pollution stuff laughter,0.0038784958427815,0
dont dont travel havent anywhere really laughter,0.125,1
um studied um psychology went s_m_c,0.0180555555555555,1
took psychology class um psychology major took anthropology class took math im good math laughter,0.0600389194139194,1
uh currently school right um yeah im home laughter,0.0030555555555555,0
dream job would um,0.0144230769230769,1
would like help people long something helping people uh would like help people like p_t_s_d problem stuff uh,0.0539231601731601,1
yeah long im know helping people smile know relating problem people,-0.0006523569023569,0
um im pretty pr im close well im really close grandma um,0.1563653846153846,1
eh family eh like close kinda argue lot laughter,-0.0022321428571428,0
um sorry whats introvert,0.0,0
well try relax minute usually try take deep breath hard laughter,0.0262233075566408,1
im good uh temper gotten little worse um good really controlling temper um need help laughter,0.058896164021164,1
um really mean guess like bad like people ive never like fight anything yeah,-0.1213010204081632,0
um argued mom sister yesterday something stupid like,-0.03125,0
sister sitting sitting front seat shes kid like im front seat asked sit back course start like yelling arguing like really annoying laughter,-0.0042804621848739,0
grandma shes always giving encouragement um shes therapist licensed therapist shes always know made really really um,0.0853872912801484,1
easy someone talk could always go,0.0083333333333333,0
memorable experience well one really good experience um went horseback riding really really made happy,0.225105583061627,1
uh love horse nature thats biggest thing love made happy relaxed memorable experience laughter,0.0818046289028431,1
caring always talk um dont judge never judge im never cranky im never never ever get like angry anybody else like family know,-0.1157602813852813,0
yeah nice caring stuff laughter,0.1258928571428571,1
um thing put good mood like uh music nature,0.1468584656084656,1
um like cook lot like cook know family talking put really good mood love meeting new people meeting new people put best mood,0.1213153166278166,1
uh easy um hard um sometimes really hard um,0.0208333333333333,1
dont usually sleep well um,0.1127307692307692,1
yeah trouble falling asleep mostly,-0.0621744791666666,0
um guess like mind racing lot know sometimes itll flashback bad memory,-0.0771284271284271,0
um dont know um think uh,0.1184440559440559,1
stress know lot stress every day everyday stress uh yeah pretty much thats trigger laughter,0.0030844155844155,0
um try stay positive try think like okay well know one day thing get better,0.1763234404484404,1
try call somebody talk trouble like grandma,-0.040295584045584,0
dont sleep well um well start like cry lot start get really irritable,0.109776862026862,1
um get really depressed make feel well get uh really really bad dont get sleep yeah,0.0793107725607725,1
diagnosed um three year ago,0.0833333333333333,1
uh didnt really know going realized okay well diagnosed um,0.2641140526140526,1
like okay well problem wanted help mind like thats like awful mind taking control like,0.0687705294705294,1
um yeah yeah definitely always thought problem always thought something like really wrong um,-0.0055822649572649,0
always like kinda nervous around people like never really like look anybody eye cause im nervous eye always kind like racing,-0.0035714285714285,0
um would sweat situation um reminded situation like try avoid reminds brings flashback yeah,-0.040625,0
oh um ive feeling good ive getting every day im trying um guess walking keep mind p_t_s_d symptom im trying walk help,0.0592081529581529,1
um yeah depression um yeah,-0.15,0
um help yeah actually help lot um currently dont one right im actually getting new one day though like kind mixup yeah really really help,0.1028776283240568,1
um noticed ive le flashback um,-0.125,0
ive relaxed guess um,-0.125,0
yeah know trying keep occupied yeah help,0.0265782828282828,1
um last time felt really happy um,0.1961805555555555,1
dont know um today cause mean im glad part laughter,0.023538961038961,1
im trying think im proud um,0.0811965811965811,1
think im proud like fact able know like well mean people know like deny problem im proud actually like,0.079193648018648,1
know person realize okay problem need help,-0.0315656565656565,0
lot people know dont take medication theyre untreated um,-0.0975378787878787,0
dont wanna get help im glad get help dont wanna feel way wanna get help problem instead,-0.0230235042735042,0
oh gosh there lot regret yeah there lot um,-0.2366071428571428,0
regret know uh drug abuse know thats part know p_t_s_d regret um,-0.2428977272727272,0
lot uh mistake know relationship stuff like,-0.0664502164502164,0
wow um wouldve told,-0.046875,0
guess advice wouldve given,-0.0397727272727272,0
try keep mind relaxed guess,-0.121554834054834,0
well im nice person always like smile people always saying smile lot um smile guess kind hide like whats inside know im pretty depressed know,0.0481358016983016,1
try keep smiling always like lend hand help make people feel better,0.0561189252017823,1
fun um like go mall thats lot fun like go mall like go grandma,-0.003125,0
go place go shopping love shopping um like go,0.0273809523809523,1
play like game like like play video game fun stuff like,-0.0274643948488486,0
uh new york state,0.0075757575757575,0
mm okay little different working,0.0228395061728395,1
uh nothing far pretty good,0.1282738095238095,1
working nice yeah real well moment uh real good mean,0.2095938135938136,1
wanted go xxx one course decided pick one,-0.0125,0
uh certified nurse aide,0.0375,1
dont know maybe nursing someday,0.0511363636363636,1
usually dont get real real mad,0.0095486111111111,0
pretty good lot better child laughter,0.1214194444444444,1
oh cant even remember long time,0.0307638888888888,1
oh dont anything common em dont talk,-0.0418888888888888,0
dont know really dont,0.2386363636363636,1
im patient listen try reliable,0.1134259259259259,1
moved california new york thats thats good experience,0.1318520021645021,1
wake easily sometimes take long time get tired fall asleep,0.0434303350970017,1
quiet try stay cause get irritable,-0.0277777777777777,0
alright anxious trying find job,0.0089476495726495,0
really j pretty pretty normal,0.0234375,1
uh ive got four em um three ten two eleven year old,0.0173611111111111,1
thats thats hard dont know thing yeah lot fun watching em grow grow,-0.0482738095238095,0
people really amazing see fast know develop,0.0507498453927025,1
dont know there there lot tied probably memorable,0.0311688311688311,1
yeah pretty easy lot fun,-0.0308779761904761,0
worrying em know worry em getting hurt,-0.0562184343434343,0
probably go college get know try find good better job know,0.1260062333499833,1
feel happy time though mean real hard pinpoint,0.0716956654456654,1
im great thank asking um,0.1547619047619047,1
parent migrated united state like three year old,0.015625,1
yeah pretty cool know,0.0410353535353535,1
uh havent actually havent back hometown,0.0416666666666666,1
uh know family mom dad cousin aunt uncle,0.1396103896103896,1
mean would nice visit,0.0,0
know curiousity hasnt know gone guess,-0.0034090909090909,0
um love people everyones nice love diversity know there different type,0.1247895622895622,1
people know imagination everything great,0.0672348484848485,1
know everyones different know one like least aspect,0.0380681818181818,1
um love scenery love know mountain theyre beautiful,0.1850378787878787,1
know great hike know taking know dog family know,0.0887107683982684,1
nice pretty active yeah,0.15,1
uh dont like smog,0.0,0
know go um know could tell air know,0.2326704545454545,1
know everythings clearer sky bluer laughter um like know traffic laughter nobody like traffic think,0.0082313519813519,0
yeah thats know pretty much l_a pretty nice know like,0.0034090909090909,0
well studying basic know um im sure exactly wanna kind know,0.0519770353103686,1
set yet im still trying find interest suppose,-0.0413103505291005,0
um dream job hm,0.0096153846153846,0
um love working child would say probably child psychologist cause know great,0.0732486906098017,1
know learn whats going young mind,0.0644074675324675,1
know could help child develop better way,0.2622023809523809,1
know make child know help,0.1733882189239332,1
know help know grow positive way supposed instead like going wrong track,-0.0010732323232323,0
uh depends depends situation im sometimes know could like super outgoing like know,0.1521043771043771,1
sometimes like could quiet whatnot paying attention know im like class whatever,0.0333017676767676,1
dont really like there everyone talking id prefer,0.1875,1
stay away know cause need something else concentrate something else know there like moment time everything suppose,0.0260416666666666,1
like kick foot couch like read good book know,0.143073593073593,1
get mind going another know,0.1976934523809523,1
situation know pretty fun know,0.0073863636363636,0
relaxed know feeling good,0.2448662448662448,1
yeah fun love reading,-0.0078125,0
im okay im like best know temper controlling person,0.1779119318181818,1
know try best guess thats could keep,0.1178977272727272,1
mean sometimes outburst know um,0.034090909090909,1
know guess thats everyone,-0.0113636363636363,0
im sure haha know,0.0657474747474747,1
dont remember laughter uh let see uh,0.0503472222222222,1
honestly cant recall maybe,0.125,1
dont know laughter ive ive uh sometimes im passive ill like let thing go cause mean whats point making big deal thing,0.007760966140087,0
im cant honestly cant tell laughter moment,0.0979166666666666,1
sure yeah probably come back,0.0147460317460317,1
younger know uh couldve better older sister wasnt,0.1208927272727272,1
make feel guilty sure,0.0153061224489795,1
know couldve better sister,0.169290909090909,1
better role model laughter know im trying best im trying make thing better,0.1421416146623939,1
woo um guess huh,-0.125,0
im person event happened life,-0.0205357142857142,0
erase something there something present self know would change,0.1149999999999999,1
dont know im pretty okay person mean,0.0704545454545454,1
know dont think would change event,0.0286931818181818,1
know im im okay,0.0511363636363636,1
know ups down good bad happened,-0.0263311688311688,0
uh cant see shoe um dont travel lot um,-0.0241071428571428,0
kind like explorer guess love explore like,0.1171875,1
even smallest thing like go hiking go trail know find way top,-0.0227574035812672,0
know somehow way make,0.0528692537621109,1
doesnt know always something know im getting married child know,0.0368686868686868,1
would nice guess know,0.0355113636363636,1
know love camping thats kind like know taking day trip camping know fishing laughter yeah,0.0090854978354978,0
hm summer know husband went camping really nice know like one like beautiful middle wood beautiful lake,0.161489898989899,1
yeah yeah really fun like would love,0.484375,1
would great know going love adventure thing nature life know overall,0.0722479901051329,1
easy lately havent able sleep like night right away,0.0384604978354978,1
dont know know im laying im like trying go sleep im like ugh eventually laughter know probably like need,0.0288439955106621,1
position different side bed like sometimes im im headboard im like ah gotta go side,0.005787037037037,0
position like go sleep know,0.0841619318181818,1
gotta find position po right position,0.058110119047619,1
im tired laughter get tired throughout throughout day know,0.0679545454545454,1
kind try shake know kind like,0.013510101010101,1
feel like new day know try make day great possible,0.0902872260015117,1
